Unnamed: 0,Title,Author,Published,Link
638,Age-specific association between blood pressure and vascular and non-vascular chronic diseases in 0·5 million adults in China: a prospective cohort study,,1-Jun-18,https://pureportal.coventry.ac.uk/en/publications/age-specific-association-between-blood-pressure-and-vascular-and-
639,Arterial Pulse Waveform Characteristics Difference between the Three Trimesters of Healthy Pregnant Women,"Zheng, D.",29-Oct-18,https://pureportal.coventry.ac.uk/en/publications/arterial-pulse-waveform-characteristics-difference-between-the-th
640,Association between multiple comorbidities and self-rated health status in middle-aged and elderly Chinese: The China Kadoorie Biobank study,,15-Jun-18,https://pureportal.coventry.ac.uk/en/publications/association-between-multiple-comorbidities-and-self-rated-health-
641,Effect of Respiration on the Characteristic Ratios of Oscillometric Pulse Amplitude Envelope in Blood Pressure Measurement,"Zheng, D.",29-Oct-18,https://pureportal.coventry.ac.uk/en/publications/effect-of-respiration-on-the-characteristic-ratios-of-oscillometr
642,Integrating renal nutrition guidelines into daily family life: a qualitative exploration,,1-Feb-18,https://pureportal.coventry.ac.uk/en/publications/integrating-renal-nutrition-guidelines-into-daily-family-life-a-q
643,Postpartum care for women with FGM: How good are the policies?,"Barrett, H.",Apr-18,https://pureportal.coventry.ac.uk/en/publications/postpartum-care-for-women-with-fgm-how-good-are-the-policies
644,Relationship between carotid artery sclerosis and blood pressure variability in essential hypertension patients,"Zheng, D.",1-Jan-18,https://pureportal.coventry.ac.uk/en/publications/relationship-between-carotid-artery-sclerosis-and-blood-pressure-
645,Comparison of electrohysterogram characteristics during uterine contraction and non-contraction during labor,"Zheng, D.",14-Sep-17,https://pureportal.coventry.ac.uk/en/publications/comparison-of-electrohysterogram-characteristics-during-uterine-c
646,Effect of ageing on different qualifications of arterial properties,"Zheng, D.",Mar-17,https://pureportal.coventry.ac.uk/en/publications/effect-of-ageing-on-different-qualifications-of-arterial-properti
647,"Effects of force load, muscle fatigue and extremely low frequency magnetic stimulation on EEG signals during side arm lateral raise task","Zheng, D.",27-Apr-17,https://pureportal.coventry.ac.uk/en/publications/effects-of-force-load-muscle-fatigue-and-extremely-low-frequency-
648,Effects of noise suppression and envelope dynamic range compression on the intelligibility of vocoded sentences for a tonal language,"Zheng, D.",1-Sep-17,https://pureportal.coventry.ac.uk/en/publications/effects-of-noise-suppression-and-envelope-dynamic-range-compressi
649,Exploratory Thermal Imaging Assessments of the Feet in Patients with Lower Limb Peripheral Arterial Disease,"Allen, J.",2017,https://pureportal.coventry.ac.uk/en/publications/exploratory-thermal-imaging-assessments-of-the-feet-in-patients-w
650,F.R.A.M.E - Facial remote activity monitoring eyewear,"Szczepura, A.",1-Jan-17,https://pureportal.coventry.ac.uk/en/publications/frame-facial-remote-activity-monitoring-eyewear
651,Intraoperative Thermal and Laser Speckle Contrast Imaging Assessment of Bowel Perfusion in Two Cases of Colorectal Resection Surgery,"Allen, J.",2017,https://pureportal.coventry.ac.uk/en/publications/intraoperative-thermal-and-laser-speckle-contrast-imaging-assessm
652,Peripheral arterial volume distensibility changes with applied external pressure:  Significant difference between arteries with different compliance,"Zheng, D.",17-Jan-17,https://pureportal.coventry.ac.uk/en/publications/peripheral-arterial-volume-distensibility-changes-with-applied-ex
653,Reproducibility of thermal images: some healthy examples,"Allen, J.",2017,https://pureportal.coventry.ac.uk/en/publications/reproducibility-of-thermal-images-some-healthy-examples
654,Self-Management of HIV,,Sep-17,https://pureportal.coventry.ac.uk/en/publications/self-management-of-hiv
655,Spreading HOPE: The Development of a Hope-Based Self-Management Intervention,"Turner, A.",Sep-17,https://pureportal.coventry.ac.uk/en/publications/spreading-hope-the-development-of-a-hope-based-self-management-in
656,"Health, not weight loss, focused programmes (HNWL) versus conventional weight loss programmes (CWL) on cardiovascular risk factors: A Cochrane review","Lycett, D.",26-Feb-16,https://pureportal.coventry.ac.uk/en/publications/health-not-weight-loss-focused-programmes-hnwl-versus-conventiona
657,An improved sphygmomanometer capable of displaying the quality of blood pressure readings,"Dingchang, Z.",16-Sep-15,https://pureportal.coventry.ac.uk/en/publications/an-improved-sphygmomanometer-capable-of-displaying-the-quality-of
658,Combined intra-operative thermal and laser speckle contrast imaging to assess bowel perfusion,"Allen, J.",30-Nov-15,https://pureportal.coventry.ac.uk/en/publications/combined-intra-operative-thermal-and-laser-speckle-contrast-imagi
659,Contrasting male and female trends in tobacco-attributed mortality in China: evidence from successive nationwide prospective cohort studies,,10-Oct-15,https://pureportal.coventry.ac.uk/en/publications/contrasting-male-and-female-trends-in-tobacco-attributed-mortalit
660,Exploratory thermal and laser speckle contrast imaging measurements of eye inflammation in a case of thyroid eye disease,"Allen, J.",2015,https://pureportal.coventry.ac.uk/en/publications/exploratory-thermal-and-laser-speckle-contrast-imaging-measuremen
661,Exploring individuals’ experiences of having an ileostomy and Crohn's disease and following dietary advice,,2-Sep-15,https://pureportal.coventry.ac.uk/en/publications/exploring-individuals-experiences-of-having-an-ileostomy-and-croh
662,Exploring the challenges of living with peritoneal dialysis,,2-Jul-15,https://pureportal.coventry.ac.uk/en/publications/exploring-the-challenges-of-living-with-peritoneal-dialysis
663,Imaging assessments of patients with suspected systemic sclerosis and associated inflammatory lung disease,"Allen, J.",Sep-15,https://pureportal.coventry.ac.uk/en/publications/imaging-assessments-of-patients-with-suspected-systemic-sclerosis
664,Qualitative evaluation of a self-management intervention for people in the early stage of dementia,"Turner, A.",1-Jul-15,https://pureportal.coventry.ac.uk/en/publications/qualitative-evaluation-of-a-self-management-intervention-for-peop
665,Thermal imaging and its potential for arterio-venous fistula function assessment,"Allen, J.",Sep-15,https://pureportal.coventry.ac.uk/en/publications/thermal-imaging-and-its-potential-for-arterio-venous-fistula-func
666,Thermographic assessment of the presence of fatty tumours in myoclonic epilepsy with ragged red fibres,"Allen, J.",Sep-15,https://pureportal.coventry.ac.uk/en/publications/thermographic-assessment-of-the-presence-of-fatty-tumours-in-myoc
667,The thermal imaging potential for assessing diabetic Charcot foot syndrome,"Allen, J.",Sep-15,https://pureportal.coventry.ac.uk/en/publications/the-thermal-imaging-potential-for-assessing-diabetic-charcot-foot
668,"Using patient ideas to inform dietetic services: patient-centred, but practical and safe?",,2015,https://pureportal.coventry.ac.uk/en/publications/using-patient-ideas-to-inform-dietetic-services-patient-centred-b
669,Global Person Generated Index,,2014,https://pureportal.coventry.ac.uk/en/publications/global-person-generated-index
670,Modelling arterial pressure waveforms using Gaussian functions and two-stage particle swarm optimizer,"Zheng, D.",20-May-14,https://pureportal.coventry.ac.uk/en/publications/modelling-arterial-pressure-waveforms-using-gaussian-functions-an
671,Why are patients disappearing from dietetic services?,,2014,https://pureportal.coventry.ac.uk/en/publications/why-are-patients-disappearing-from-dietetic-services
672,Effect of pre-measurement relaxation time on manual blood pressure measurement,"Zheng, D.",2013,https://pureportal.coventry.ac.uk/en/publications/effect-of-pre-measurement-relaxation-time-on-manual-blood-pressur
673,Evaluation of three thermal imagers for skin temperature measurement using a blackbody source and a spatial resolution test object,"Allen, J.",1-Dec-13,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-three-thermal-imagers-for-skin-temperature-measurem
674,Is cross-sample entropy a valid measure of synchronization between sequences of RR interval and pulse transit time?,"Zheng, D.",2013,https://pureportal.coventry.ac.uk/en/publications/is-cross-sample-entropy-a-valid-measure-of-synchronization-betwee
675,Conceptualisation of self-management intervention for people with early stage dementia,,7-Nov-12,https://pureportal.coventry.ac.uk/en/publications/conceptualisation-of-self-management-intervention-for-people-with
676,Prevention of type 2 diabetes and its complications in developing countries: a review,"Tapp, R. J.",Jun-12,https://pureportal.coventry.ac.uk/en/publications/prevention-of-type-2-diabetes-and-its-complications-in-developing
677,Asymmetrical oscillometric pulse waveform envelopes in normotensive and hypertensive subjects,"Zheng, D.",2010,https://pureportal.coventry.ac.uk/en/publications/asymmetrical-oscillometric-pulse-waveform-envelopes-in-normotensi
678,Capillaroscopy in healthy subjects of different ages,"Allen, J.",2010,https://pureportal.coventry.ac.uk/en/publications/capillaroscopy-in-healthy-subjects-of-different-ages
679,"Health behaviours, socioeconomic status and diabetes incidence: the Australian Diabetes Obesity and Lifestyle Study (AusDiab)","Tapp, R. J.",Dec-10,https://pureportal.coventry.ac.uk/en/publications/health-behaviours-socioeconomic-status-and-diabetes-incidence-the
680,Epidemiology of Diabetic Neuropathy.,"Tapp, R.",2-Apr-09,https://pureportal.coventry.ac.uk/en/publications/epidemiology-of-diabetic-neuropathy
681,Predicting acute hypotensive episodes from mean arterial pressure,"Zheng, D.",2009,https://pureportal.coventry.ac.uk/en/publications/predicting-acute-hypotensive-episodes-from-mean-arterial-pressure
682,Determination of aortic valve opening time and left ventricular peak filling rate from the peripheral pulse amplitude in patients with ectopic beats,"Zheng, D.",30-Oct-08,https://pureportal.coventry.ac.uk/en/publications/determination-of-aortic-valve-opening-time-and-left-ventricular-p
683,Body surface potential mapping for detection of myocardial infarct sites,"Zheng, D.",30-Sep-07,https://pureportal.coventry.ac.uk/en/publications/body-surface-potential-mapping-for-detection-of-myocardial-infarc
684,Non-invasive in vivo assessment of changes in peripheral arterial properties with estimation of arterial volume compliance,"Zheng, D.",28-Sep-07,https://pureportal.coventry.ac.uk/en/publications/non-invasive-in-vivo-assessment-of-changes-in-peripheral-arterial
685,Human body physiological parameter monitor device based on high frequency light capacity trace signal,"Zheng, D.",26-Apr-06,https://pureportal.coventry.ac.uk/en/publications/human-body-physiological-parameter-monitor-device-based-on-high-f
686,The Global Burden of Diabetes - Diabetes and Impaired Glucose Tolerance: Complications of Diabetes,"Tapp, R.",2006,https://pureportal.coventry.ac.uk/en/publications/the-global-burden-of-diabetes-diabetes-and-impaired-glucose-toler
687,Renal fistula assessment using automated thermal imaging,"Allen, J.",1-Dec-05,https://pureportal.coventry.ac.uk/en/publications/renal-fistula-assessment-using-automated-thermal-imaging
688,The ebb and flow of heart rate variability: Simulation of 24 hour heart rate time series using time series data from naturally occurring phenomena,"Allen, J.",2005,https://pureportal.coventry.ac.uk/en/publications/the-ebb-and-flow-of-heart-rate-variability-simulation-of-24-hour-
689,Representation of South Asian people in randomised trials: population's ethnic profile should be recorded in all medical data.,"Szczepura, A.",16-Aug-03,https://pureportal.coventry.ac.uk/en/publications/representation-of-south-asian-people-in-randomised-trials-populat
690,The Global Burden of Diabetes: Complications of Diabetes,"Tapp, R.",2003,https://pureportal.coventry.ac.uk/en/publications/the-global-burden-of-diabetes-complications-of-diabetes
691,Skin temperature and photoelectric plethysmography recovery  characteristics during mild cold challenge testing in normal subjects,"Allen, J.",1-Dec-99,https://pureportal.coventry.ac.uk/en/publications/skin-temperature-and-photoelectric-plethysmography-recovery-chara
